county,year,month,cumulative_total_doses,cumulative_fully_vaccinated,cumulative_at_least_one_dose,cumulative_up_to_date_count,id
STANISLAUS,2022,1,771256,314091,347836,5,2099
STANISLAUS,2022,2,797591,320926,352559,9,2100
STANISLAUS,2022,3,811454,324384,355014,11,2101
STANISLAUS,2022,4,827671,326252,356536,12,2102
STANISLAUS,2022,5,841524,327620,357769,15,2103
STANISLAUS,2022,6,851915,328749,358965,17,2104
STANISLAUS,2022,7,862488,329845,360415,19,2105
STANISLAUS,2022,8,870373,330914,361618,23,2106
STANISLAUS,2022,9,882860,331481,362351,9692,2107
STANISLAUS,2022,10,902397,331916,363117,26887,2108
STANISLAUS,2022,11,914646,332184,363682,37928,2109
STANISLAUS,2022,12,924287,332368,364178,46649,2110
STANISLAUS,2023,1,928884,332553,364550,50665,2111
STANISLAUS,2023,2,931215,332710,364797,52568,2112
STANISLAUS,2023,3,933068,332850,365044,54040,2113
STANISLAUS,2023,4,934395,332917,365187,55179,2114
STANISLAUS,2023,5,936226,332919,365313,56939,2115
STANISLAUS,2023,6,937559,332923,365459,58228,2116
STANISLAUS,2023,7,938434,332924,365565,59080,2117
STANISLAUS,2023,8,939766,332926,365687,60370,2118
STANISLAUS,2023,9,940144,332926,365718,60729,2119
SUTTER,2020,1,0,0,0,0,2120
SUTTER,2020,7,0,0,0,0,2121
SUTTER,2020,8,0,0,0,0,2122
SUTTER,2020,9,4,1,3,0,2123
SUTTER,2020,10,6,3,3,0,2124
SUTTER,2020,11,7,4,4,0,2125
SUTTER,2020,12,1003,5,999,0,2126
SUTTER,2021,1,8435,1368,7057,0,2127
SUTTER,2021,2,21876,6715,15114,0,2128
SUTTER,2021,3,43627,17224,27254,0,2129
SUTTER,2021,4,61916,28291,36349,0,2130
SUTTER,2021,5,73048,34721,41428,1,2131
SUTTER,2021,6,80347,39263,44346,1,2132
SUTTER,2021,7,85561,41827,47183,1,2133
SUTTER,2021,8,93381,44959,51884,1,2134
SUTTER,2021,9,100703,48979,54728,1,2135
SUTTER,2021,10,107463,51263,56288,1,2136
SUTTER,2021,11,116871,52804,57964,1,2137
SUTTER,2021,12,127530,54556,59829,2,2138
SUTTER,2022,1,136336,56081,61479,4,2139
SUTTER,2022,2,140695,57240,62281,4,2140
SUTTER,2022,3,143122,57918,62681,6,2141
SUTTER,2022,4,145880,58278,62978,6,2142
SUTTER,2022,5,148054,58491,63229,6,2143
SUTTER,2022,6,149672,58695,63459,6,2144
SUTTER,2022,7,151276,58873,63694,6,2145
SUTTER,2022,8,152386,59040,63904,6,2146
SUTTER,2022,9,154649,59151,64071,1715,2147
SUTTER,2022,10,157837,59243,64293,4512,2148
SUTTER,2022,11,160099,59316,64451,6503,2149
SUTTER,2022,12,161674,59366,64573,7910,2150
SUTTER,2023,1,162471,59432,64660,8553,2151
SUTTER,2023,2,162863,59472,64734,8830,2152
SUTTER,2023,3,163172,59505,64785,9046,2153
SUTTER,2023,4,163375,59519,64820,9203,2154
SUTTER,2023,5,163616,59522,64850,9428,2155
SUTTER,2023,6,163748,59523,64864,9550,2156
SUTTER,2023,7,163870,59525,64889,9661,2157
SUTTER,2023,8,164014,59525,64915,9801,2158
SUTTER,2023,9,164063,59525,64927,9846,2159
TEHAMA,2020,1,0,0,0,0,2160
TEHAMA,2020,7,0,0,0,0,2161
TEHAMA,2020,8,11,0,11,0,2162
TEHAMA,2020,9,25,12,13,0,2163
TEHAMA,2020,10,25,12,13,0,2164
TEHAMA,2020,11,25,12,13,0,2165
TEHAMA,2020,12,424,12,410,0,2166
TEHAMA,2021,1,4954,497,4448,0,2167
TEHAMA,2021,2,11854,4372,7458,0,2168
TEHAMA,2021,3,21160,7941,13631,0,2169
TEHAMA,2021,4,31673,14811,17673,0,2170
TEHAMA,2021,5,35982,17291,19825,0,2171
TEHAMA,2021,6,38955,19175,21127,0,2172
TEHAMA,2021,7,41275,20305,22426,0,2173
TEHAMA,2021,8,44739,21663,24614,0,2174
TEHAMA,2021,9,48460,23616,26303,0,2175
TEHAMA,2021,10,52238,24886,27330,0,2176
TEHAMA,2021,11,57649,25773,28330,0,2177
TEHAMA,2021,12,62863,26640,29281,0,2178
TEHAMA,2022,1,66597,27300,30100,0,2179
TEHAMA,2022,2,68236,27749,30424,0,2180
TEHAMA,2022,3,69281,28010,30610,0,2181
TEHAMA,2022,4,70873,28146,30730,0,2182
TEHAMA,2022,5,72154,28253,30852,5,2183
TEHAMA,2022,6,73152,28354,30941,5,2184
TEHAMA,2022,7,74072,28440,31066,5,2185
TEHAMA,2022,8,74714,28544,31179,5,2186
TEHAMA,2022,9,76041,28587,31288,1081,2187
TEHAMA,2022,10,78256,28622,31446,3092,2188
TEHAMA,2022,11,79461,28647,31546,4181,2189
TEHAMA,2022,12,80376,28669,31624,5010,2190
TEHAMA,2023,1,80843,28690,31689,5407,2191
TEHAMA,2023,2,81034,28709,31719,5556,2192
TEHAMA,2023,3,81212,28730,31740,5698,2193
TEHAMA,2023,4,81336,28739,31754,5799,2194
TEHAMA,2023,5,81528,28741,31771,5985,2195
TEHAMA,2023,6,81661,28741,31784,6110,2196
TEHAMA,2023,7,81739,28743,31796,6185,2197
TEHAMA,2023,8,81867,28743,31807,6310,2198
TEHAMA,2023,9,81906,28743,31809,6347,2199
TRINITY,2020,1,0,0,0,0,2200
TRINITY,2020,7,0,0,0,0,2201
TRINITY,2020,8,1,0,1,0,2202
TRINITY,2020,9,2,1,1,0,2203
TRINITY,2020,10,2,1,1,0,2204
TRINITY,2020,11,2,1,1,0,2205
TRINITY,2020,12,104,1,102,0,2206
TRINITY,2021,1,494,102,389,0,2207
TRINITY,2021,2,2463,401,2059,0,2208
TRINITY,2021,3,5164,2094,3241,0,2209
TRINITY,2021,4,7114,3179,4202,0,2210
TRINITY,2021,5,8300,4017,4660,0,2211
TRINITY,2021,6,8948,4447,4987,0,2212
TRINITY,2021,7,9479,4741,5324,0,2213
TRINITY,2021,8,9982,4969,5613,0,2214
TRINITY,2021,9,10490,5226,5858,0,2215
TRINITY,2021,10,11364,5414,6037,0,2216
TRINITY,2021,11,12805,5560,6238,0,2217
TRINITY,2021,12,13845,5688,6438,0,2218
TRINITY,2022,1,14617,5817,6594,0,2219
TRINITY,2022,2,14890,5909,6641,0,2220
TRINITY,2022,3,15083,5934,6671,0,2221
TRINITY,2022,4,15601,5959,6686,0,2222
TRINITY,2022,5,15941,5976,6721,0,2223
TRINITY,2022,6,16219,5996,6744,0,2224
TRINITY,2022,7,16415,6013,6769,0,2225
TRINITY,2022,8,16536,6025,6790,0,2226
TRINITY,2022,9,17017,6030,6805,417,2227
TRINITY,2022,10,17618,6035,6832,974,2228
TRINITY,2022,11,17968,6038,6858,1297,2229
TRINITY,2022,12,18164,6039,6874,1485,2230
TRINITY,2023,1,18286,6039,6887,1596,2231
TRINITY,2023,2,18329,6041,6892,1635,2232
TRINITY,2023,3,18343,6042,6894,1645,2233
TRINITY,2023,4,18363,6043,6898,1663,2234
TRINITY,2023,5,18407,6043,6898,1707,2235
TRINITY,2023,6,18434,6043,6900,1733,2236
TRINITY,2023,7,18451,6043,6904,1749,2237
TRINITY,2023,8,18480,6044,6905,1775,2238
TRINITY,2023,9,18488,6045,6905,1782,2239
TULARE,2020,1,0,0,0,0,2240
TULARE,2020,7,0,0,0,0,2241
TULARE,2020,8,0,0,0,0,2242
TULARE,2020,9,0,0,0,0,2243
TULARE,2020,10,3,0,3,0,2244
TULARE,2020,11,5,0,5,0,2245
TULARE,2020,12,3933,0,3931,0,2246
TULARE,2021,1,32720,5271,27406,0,2247
TULARE,2021,2,83306,27082,56085,0,2248
TULARE,2021,3,190011,69371,124036,0,2249
TULARE,2021,4,275739,125643,157118,0,2250
TULARE,2021,5,315836,149000,175108,0,2251
TULARE,2021,6,341417,164161,186225,1,2252
TULARE,2021,7,363520,174263,198684,2,2253
TULARE,2021,8,398359,187937,219515,3,2254
TULARE,2021,9,432059,205159,233160,3,2255
TULARE,2021,10,469123,216640,242788,5,2256
TULARE,2021,11,511011,225036,253261,5,2257
TULARE,2021,12,557143,234412,263542,6,2258
TULARE,2022,1,598737,242879,274155,8,2259
TULARE,2022,2,618535,249044,278572,9,2260
TULARE,2022,3,630984,252540,281354,9,2261
TULARE,2022,4,643094,254462,282965,10,2262
TULARE,2022,5,651911,255714,284060,12,2263
TULARE,2022,6,658831,256663,285147,12,2264
TULARE,2022,7,666270,257616,286471,13,2265
TULARE,2022,8,671790,258663,287667,15,2266
TULARE,2022,9,680203,259259,288481,5910,2267
TULARE,2022,10,692174,259660,289355,16097,2268
TULARE,2022,11,700800,259965,290032,23636,2269
TULARE,2022,12,707163,260202,290594,29167,2270
TULARE,2023,1,710590,260421,290991,31930,2271
TULARE,2023,2,712454,260589,291252,33303,2272
TULARE,2023,3,714218,260748,291561,34485,2273
TULARE,2023,4,715199,260827,291691,35228,2274
TULARE,2023,5,716466,260831,291844,36427,2275
TULARE,2023,6,717241,260838,291985,37115,2276
TULARE,2023,7,717767,260840,292123,37605,2277
TULARE,2023,8,718675,260843,292250,38463,2278
TULARE,2023,9,718998,260845,292283,38743,2279
TUOLUMNE,2020,1,0,0,0,0,2280
TUOLUMNE,2020,7,0,0,0,0,2281
TUOLUMNE,2020,8,1,0,1,0,2282
TUOLUMNE,2020,9,3,0,3,0,2283
TUOLUMNE,2020,10,6,0,6,0,2284
TUOLUMNE,2020,11,11,1,9,0,2285
TUOLUMNE,2020,12,950,3,946,0,2286
TUOLUMNE,2021,1,5877,1061,4803,0,2287
TUOLUMNE,2021,2,16168,4691,11445,0,2288
TUOLUMNE,2021,3,29601,11719,18054,0,2289
TUOLUMNE,2021,4,39119,18029,21406,0,2290
TUOLUMNE,2021,5,43542,21052,22984,0,2291
TUOLUMNE,2021,6,45558,22343,23832,1,2292
TUOLUMNE,2021,7,47253,23109,24859,1,2293
TUOLUMNE,2021,8,50134,24175,26620,1,2294
TUOLUMNE,2021,9,53338,25663,27783,1,2295
TUOLUMNE,2021,10,57130,26466,28372,2,2296
TUOLUMNE,2021,11,64060,26942,29169,5,2297
TUOLUMNE,2021,12,68748,27476,29706,7,2298
TUOLUMNE,2022,1,71958,27799,30147,10,2299
TUOLUMNE,2022,2,73213,28044,30347,11,2300
TUOLUMNE,2022,3,74007,28186,30462,11,2301
TUOLUMNE,2022,4,76302,28300,30554,11,2302
TUOLUMNE,2022,5,78100,28408,30633,11,2303
TUOLUMNE,2022,6,79272,28483,30706,11,2304
TUOLUMNE,2022,7,80443,28572,30790,12,2305
TUOLUMNE,2022,8,81016,28627,30839,13,2306
TUOLUMNE,2022,9,82619,28657,30894,1236,2307
TUOLUMNE,2022,10,85808,28679,30954,4080,2308
TUOLUMNE,2022,11,87646,28690,31024,5797,2309
TUOLUMNE,2022,12,88763,28697,31081,6815,2310
TUOLUMNE,2023,1,89239,28705,31111,7235,2311
TUOLUMNE,2023,2,89387,28714,31120,7362,2312
TUOLUMNE,2023,3,89500,28718,31130,7461,2313
TUOLUMNE,2023,4,89620,28720,31140,7569,2314
TUOLUMNE,2023,5,89904,28720,31146,7828,2315
TUOLUMNE,2023,6,90084,28720,31154,8001,2316
TUOLUMNE,2023,7,90167,28720,31158,8081,2317
TUOLUMNE,2023,8,90316,28720,31161,8226,2318
TUOLUMNE,2023,9,90356,28721,31165,8263,2319
UNKNOWN,2020,1,0,0,0,0,2320
UNKNOWN,2020,7,0,0,0,0,2321
UNKNOWN,2020,8,0,0,0,0,2322
UNKNOWN,2020,9,0,0,0,0,2323
UNKNOWN,2020,10,0,0,1,0,2324
UNKNOWN,2020,11,1,1,2,0,2325
UNKNOWN,2020,12,23,1,57,0,2326
UNKNOWN,2021,1,264,84,324,0,2327
UNKNOWN,2021,2,593,306,598,0,2328
UNKNOWN,2021,3,1126,628,1105,0,2329
UNKNOWN,2021,4,1841,1116,1575,0,2330
UNKNOWN,2021,5,2418,1511,1880,0,2331
UNKNOWN,2021,6,2937,1742,2143,0,2332
UNKNOWN,2021,7,3396,1913,2380,0,2333
UNKNOWN,2021,8,3904,2074,2637,0,2334
UNKNOWN,2021,9,4275,2213,2781,0,2335
UNKNOWN,2021,10,4728,2309,2903,0,2336
UNKNOWN,2021,11,5358,2384,3202,0,2337
UNKNOWN,2021,12,6371,2593,3546,0,2338
UNKNOWN,2022,1,7172,2709,3890,0,2339
UNKNOWN,2022,2,7615,2787,4117,0,2340
UNKNOWN,2022,3,7862,2829,4220,0,2341
UNKNOWN,2022,4,8085,2867,4266,0,2342
UNKNOWN,2022,5,8235,2875,4308,0,2343
UNKNOWN,2022,6,8380,2888,4348,0,2344
UNKNOWN,2022,7,8544,2909,4399,0,2345
UNKNOWN,2022,8,8615,2917,4426,0,2346
UNKNOWN,2022,9,8851,2926,4472,172,2347
UNKNOWN,2022,10,9105,2928,4522,392,2348
UNKNOWN,2022,11,9229,2929,4547,504,2349
UNKNOWN,2022,12,9378,2931,4590,641,2350
UNKNOWN,2023,1,9459,2932,4622,711,2351
UNKNOWN,2023,2,9493,2933,4635,738,2352
UNKNOWN,2023,3,9525,2933,4652,767,2353
UNKNOWN,2023,4,9557,2933,4666,793,2354
UNKNOWN,2023,5,9591,2933,4677,826,2355
UNKNOWN,2023,6,9609,2933,4683,843,2356
UNKNOWN,2023,7,9631,2933,4694,865,2357
UNKNOWN,2023,8,9652,2933,4702,886,2358
UNKNOWN,2023,9,9655,2933,4703,889,2359
VENTURA,2020,1,0,0,0,0,2360
VENTURA,2020,7,2,0,2,0,2361
VENTURA,2020,8,10,2,8,0,2362
VENTURA,2020,9,30,10,20,0,2363
VENTURA,2020,10,43,17,28,0,2364
VENTURA,2020,11,58,22,40,0,2365
VENTURA,2020,12,13554,41,13502,0,2366
VENTURA,2021,1,82198,15592,66466,1,2367
VENTURA,2021,2,226800,69142,157155,1,2368
VENTURA,2021,3,464222,176856,295242,1,2369
VENTURA,2021,4,732274,323156,431848,1,2370
VENTURA,2021,5,885510,422757,489863,1,2371
VENTURA,2021,6,958606,471847,516571,2,2372
VENTURA,2021,7,1001104,493294,539220,3,2373
VENTURA,2021,8,1055524,516349,567532,3,2374
VENTURA,2021,9,1107415,539292,584075,3,2375
VENTURA,2021,10,1176991,553614,595922,6,2376
VENTURA,2021,11,1289111,566059,616412,9,2377
VENTURA,2021,12,1413014,584335,633916,18,2378
VENTURA,2022,1,1508204,597352,649968,29,2379
VENTURA,2022,2,1545517,606727,656659,33,2380
VENTURA,2022,3,1568556,611647,660343,36,2381
VENTURA,2022,4,1614349,614747,662925,40,2382
VENTURA,2022,5,1647226,616818,665102,44,2383
VENTURA,2022,6,1671824,618590,667803,50,2384
VENTURA,2022,7,1694828,620370,671175,54,2385
VENTURA,2022,8,1708568,622279,673569,59,2386
VENTURA,2022,9,1747849,623408,675319,29762,2387
VENTURA,2022,10,1798535,624191,677418,74071,2388
VENTURA,2022,11,1833892,624749,679146,106196,2389
VENTURA,2022,12,1860916,625193,680642,131054,2390
VENTURA,2023,1,1872251,625541,681459,141259,2391
VENTURA,2023,2,1877462,625776,681958,145819,2392
VENTURA,2023,3,1881681,625997,682378,149472,2393
VENTURA,2023,4,1885894,626105,682709,153319,2394
VENTURA,2023,5,1893090,626143,682995,160242,2395
VENTURA,2023,6,1897159,626170,683254,164142,2396
VENTURA,2023,7,1899509,626189,683455,166346,2397
VENTURA,2023,8,1902551,626219,683689,169232,2398
VENTURA,2023,9,1903525,626230,683767,170089,2399
YOLO,2020,1,0,0,0,0,2400
YOLO,2020,7,3,0,3,0,2401
YOLO,2020,8,24,2,22,0,2402
YOLO,2020,9,70,27,43,0,2403
YOLO,2020,10,86,38,47,0,2404
YOLO,2020,11,92,41,50,0,2405
YOLO,2020,12,4022,42,3977,0,2406
YOLO,2021,1,22123,4376,17723,0,2407
YOLO,2021,2,64758,20162,44502,0,2408
YOLO,2021,3,128421,51029,79292,2,2409
YOLO,2021,4,192204,84234,113015,4,2410
YOLO,2021,5,231228,110068,127071,5,2411
YOLO,2021,6,249145,122623,133176,5,2412
YOLO,2021,7,258494,127411,138093,6,2413
YOLO,2021,8,270503,132614,144359,7,2414
YOLO,2021,9,282746,137754,148250,7,2415
YOLO,2021,10,300051,141002,150643,7,2416
YOLO,2021,11,333930,144566,158026,7,2417
YOLO,2021,12,371470,150903,162335,9,2418
YOLO,2022,1,398556,154263,166665,9,2419
YOLO,2022,2,409738,156505,168953,9,2420
YOLO,2022,3,415133,157587,169823,9,2421
YOLO,2022,4,426420,158210,170478,10,2422
YOLO,2022,5,435954,158716,170979,10,2423
YOLO,2022,6,443218,159134,171887,11,2424
YOLO,2022,7,449505,159723,173067,12,2425
YOLO,2022,8,453920,160408,173886,13,2426
YOLO,2022,9,467608,160864,174592,10460,2427
YOLO,2022,10,487446,161166,175333,27741,2428
YOLO,2022,11,501008,161396,175974,40179,2429
YOLO,2022,12,509188,161529,176479,47744,2430
YOLO,2023,1,512440,161663,176774,50649,2431
YOLO,2023,2,514127,161752,176964,52106,2432
YOLO,2023,3,515469,161852,177124,53231,2433
YOLO,2023,4,516689,161886,177223,54361,2434
YOLO,2023,5,519164,161902,177339,56751,2435
YOLO,2023,6,520748,161916,177444,58277,2436
YOLO,2023,7,521700,161919,177515,59182,2437
YOLO,2023,8,522755,161926,177603,60190,2438
YOLO,2023,9,522991,161927,177627,60407,2439
YUBA,2020,1,0,0,0,0,2440
YUBA,2020,7,0,0,0,0,2441
YUBA,2020,8,2,0,2,0,2442
YUBA,2020,9,5,2,3,0,2443
YUBA,2020,10,6,3,3,0,2444
YUBA,2020,11,6,3,3,0,2445
YUBA,2020,12,536,3,533,0,2446
YUBA,2021,1,4150,628,3516,0,2447
YUBA,2021,2,11342,3332,7983,0,2448
YUBA,2021,3,23614,8983,15232,0,2449
YUBA,2021,4,36401,16531,22039,0,2450
YUBA,2021,5,44660,21390,25859,0,2451
YUBA,2021,6,49867,24768,27892,0,2452
YUBA,2021,7,53785,26616,30229,0,2453
YUBA,2021,8,59678,29041,33846,0,2454
YUBA,2021,9,65273,32194,36165,1,2455
YUBA,2021,10,69757,34008,37488,1,2456
YUBA,2021,11,76229,35215,38958,2,2457
YUBA,2021,12,83312,36525,40318,2,2458
YUBA,2022,1,89436,37607,41599,5,2459
YUBA,2022,2,92671,38478,42206,5,2460
YUBA,2022,3,94427,38981,42529,5,2461
YUBA,2022,4,96365,39228,42766,5,2462
YUBA,2022,5,97887,39419,42960,5,2463
YUBA,2022,6,99137,39595,43157,5,2464
YUBA,2022,7,100406,39744,43358,6,2465
YUBA,2022,8,101258,39866,43532,6,2466
YUBA,2022,9,102766,39959,43688,1091,2467
YUBA,2022,10,105220,40041,43872,3223,2468
YUBA,2022,11,106965,40094,44031,4757,2469
YUBA,2022,12,108200,40144,44174,5805,2470
YUBA,2023,1,108813,40193,44250,6294,2471
YUBA,2023,2,109159,40231,44318,6543,2472
YUBA,2023,3,109422,40257,44367,6747,2473
YUBA,2023,4,109559,40268,44387,6855,2474
YUBA,2023,5,109747,40271,44406,7025,2475
YUBA,2023,6,109892,40278,44426,7154,2476
YUBA,2023,7,109983,40279,44448,7239,2477
YUBA,2023,8,110114,40280,44472,7364,2478
YUBA,2023,9,110142,40280,44482,7387,2479
